doi,n_xyz_total,n_xyz_matched,n_leaves_total,n_leaves_with_any_label
10.1002/ejic.200900708,11,0,1,0
10.1002/ejic.200900728,12,0,1,0
10.1002/ejic.200900789,30,0,1,0
10.1002/ejic.200900863,2,0,1,0
10.1002/ejic.200900865,28,0,1,0
10.1002/ejic.200900961,28,0,1,0
10.1002/ejic.200900969,10,0,1,0
10.1002/ejic.200900982,47,0,1,0
10.1002/ejic.200901033,17,0,1,0
10.1002/ejic.200901035,6,0,1,0
10.1002/ejic.200901045,6,0,1,0
10.1002/ejic.200901087,10,0,1,0
10.1002/ejic.200901120,29,0,1,0
10.1002/ejic.200901146,22,0,1,0
10.1002/ejic.200901198,12,0,1,0
10.1002/ejic.200901219,4,0,1,0
10.1002/ejic.200901232,14,0,1,0
10.1002/ejic.201000052,39,0,1,0
10.1002/ejic.201000061,4,0,1,0
10.1002/ejic.201000157,2,0,1,0
10.1002/ejic.201000197,2,0,1,0
10.1002/ejic.201000278,11,0,1,0
10.1002/ejic.201000295,2,0,1,0
10.1002/ejic.201000334,17,0,1,0
10.1002/ejic.201000350,26,0,1,0
10.1002/ejic.201000381,1,0,1,0
10.1002/ejic.201000382,13,0,1,0
10.1002/ejic.201000384,8,0,1,0
10.1002/ejic.201000503,41,0,1,0
10.1002/ejic.201000615,1,0,1,0
10.1002/ejic.201000620,24,0,1,0
10.1002/ejic.201000654,10,0,1,0
10.1002/ejic.201000656,18,0,1,0
10.1002/ejic.201000690,6,0,1,0
10.1002/ejic.201000802,11,0,1,0
10.1002/ejic.201000868,33,0,1,0
10.1002/ejic.201000891,5,0,1,0
10.1002/ejic.201000899,29,2,1,1
10.1002/ejic.201000951,4,0,1,0
10.1002/ejic.201001026,8,0,1,0
10.1002/ejic.201001039,1,0,1,0
10.1002/ejic.201001085,63,0,1,0
10.1002/ejic.201001192,9,0,1,0
10.1002/ejic.201001200,26,0,1,0
10.1002/ejic.201001218,32,0,1,0
10.1002/ejic.201001225,6,0,1,0
10.1002/ejic.201001274,4,0,1,0
10.1002/ejic.201001329,1,0,1,0
10.1002/ejic.201001357,4,0,1,0
10.1002/ejic.201100055,2,0,1,0
10.1002/ejic.201100093,6,0,1,0
10.1002/ejic.201100128,52,0,1,0
10.1002/ejic.201100138,3,0,1,0
10.1002/ejic.201100170,4,0,1,0
10.1002/ejic.201100177,7,0,1,0
10.1002/ejic.201100286,41,0,1,0
10.1002/ejic.201100318,51,0,1,0
10.1002/ejic.201100392,44,0,1,0
10.1002/ejic.201100422,22,0,1,0
10.1002/ejic.201100443,54,0,1,0
10.1002/ejic.201100624,5,0,1,0
10.1002/ejic.201100661,7,0,1,0
10.1002/ejic.201100721,30,0,1,0
10.1002/ejic.201100747,1,0,1,0
10.1002/ejic.201100777,1,1,1,1
10.1002/ejic.201100779,9,0,1,0
10.1002/ejic.201100788,3,0,1,0
10.1002/ejic.201100825,6,0,1,0
10.1002/ejic.201100917,2,0,1,0
10.1002/ejic.201100932,34,0,1,0
10.1002/ejic.201101072,13,0,1,0
10.1002/ejic.201101073,6,0,1,0
10.1002/ejic.201101188,2,0,1,0
10.1002/ejic.201101202,5,0,1,0
10.1002/ejic.201101337,11,0,1,0
10.1002/ejic.201101351,12,0,1,0
10.1002/ejic.201101352,3,3,1,1
10.1002/ejic.201101391,8,0,1,0
10.1002/ejic.201200006,12,12,1,1
10.1002/ejic.201200069,2,0,1,0
10.1002/ejic.201200092,1,0,1,0
10.1002/ejic.201200144,14,0,1,0
10.1002/ejic.201200171,10,0,1,0
10.1002/ejic.201200215,61,0,1,0
10.1002/ejic.201200232,37,18,1,1
10.1002/ejic.201200294,1,0,1,0
10.1002/ejic.201200376,5,0,1,0
10.1002/ejic.201200391,1,0,1,0
10.1002/ejic.201200473,40,0,1,0
10.1002/ejic.201200602,9,0,1,0
10.1002/ejic.201200633,4,0,1,0
10.1002/ejic.201200674,3,0,1,0
10.1002/ejic.201200789,3,0,1,0
10.1002/ejic.201200838,1,0,1,0
10.1002/ejic.201200921,5,0,1,0
10.1002/ejic.201200965,110,0,1,0
10.1002/ejic.201201022,10,0,1,0
10.1002/ejic.201201056,1,0,1,0
10.1002/ejic.201201058,2,0,1,0
10.1002/ejic.201201235,1,0,1,0
10.1002/ejic.201201242,1,0,1,0
10.1002/ejic.201201368,7,0,1,0
10.1002/ejic.201201468,15,0,1,0
10.1002/ejic.201201526,4,1,1,1
10.1002/ejic.201201528,6,0,1,0
10.1002/ejic.201201531,19,0,1,0
10.1002/ejic.201201565,4,0,1,0
10.1002/ejic.201300081,25,0,1,0
10.1002/ejic.201300098,9,0,1,0
10.1002/ejic.201300109,1,0,1,0
10.1002/ejic.201300159,8,0,1,0
10.1002/ejic.201300167,10,0,1,0
10.1002/ejic.201300168,16,0,1,0
10.1002/ejic.201300170,102,0,1,0
10.1002/ejic.201300182,26,0,1,0
10.1002/ejic.201300233,16,0,1,0
10.1002/ejic.201300249,16,0,1,0
10.1002/ejic.201300264,8,0,1,0
10.1002/ejic.201300288,33,0,1,0
10.1002/ejic.201300320,71,0,1,0
10.1002/ejic.201300328,4,0,1,0
10.1002/ejic.201300329,88,0,1,0
10.1002/ejic.201300334,27,0,1,0
10.1002/ejic.201300359,17,14,1,1
10.1002/ejic.201300373,2,0,1,0
10.1002/ejic.201300434,30,0,1,0
10.1002/ejic.201300563,8,0,1,0
10.1002/ejic.201300625,18,0,1,0
10.1002/ejic.201300710,110,0,1,0
10.1002/ejic.201300759,1,0,1,0
10.1002/ejic.201300779,4,0,1,0
10.1002/ejic.201300826,10,0,1,0
10.1002/ejic.201300890,19,0,1,0
10.1002/ejic.201300995,14,0,1,0
10.1002/ejic.201301011,7,0,1,0
10.1002/ejic.201301016,15,0,1,0
10.1002/ejic.201301033,24,0,1,0
10.1002/ejic.201301156,8,0,1,0
10.1002/ejic.201301169,11,0,1,0
10.1002/ejic.201301203,12,0,1,0
10.1002/ejic.201301205,4,0,1,0
10.1002/ejic.201301271,10,0,1,0
10.1002/ejic.201301278,1,0,1,0
10.1002/ejic.201301292,23,0,1,0
10.1002/ejic.201301329,1,0,1,0
10.1002/ejic.201301358,1,0,1,0
10.1002/ejic.201301365,18,0,1,0
10.1002/ejic.201301375,4,0,1,0
10.1002/ejic.201301398,22,0,1,0
10.1002/ejic.201301426,8,0,1,0
10.1002/ejic.201301532,40,0,1,0
10.1002/ejic.201301598,17,0,1,0
10.1002/ejic.201400019,36,0,1,0
10.1002/ejic.201400046,1,0,1,0
10.1002/ejic.201400052,6,0,1,0
10.1002/ejic.201400056,17,0,1,0
10.1002/ejic.201400118,31,0,1,0
10.1002/ejic.201400123,37,0,1,0
10.1002/ejic.201400130,2,0,1,0
10.1002/ejic.201402138,18,0,1,0
10.1002/ejic.201402157,31,0,1,0
10.1002/ejic.201402166,23,0,1,0
10.1002/ejic.201402180,73,0,1,0
10.1002/ejic.201402202,33,0,1,0
10.1002/ejic.201402222,3,0,1,0
10.1002/ejic.201402253,14,2,1,1
10.1002/ejic.201402265,7,0,1,0
10.1002/ejic.201402295,1,1,1,1
10.1002/ejic.201402408,1,0,1,0
10.1002/ejic.201402464,62,0,1,0
10.1002/ejic.201402471,11,0,1,0
10.1002/ejic.201402494,8,0,1,0
10.1002/ejic.201402516,12,0,1,0
10.1002/ejic.201402554,31,0,1,0
10.1002/ejic.201402611,1,0,1,0
10.1002/ejic.201402616,1,0,1,0
10.1002/ejic.201402685,3,0,1,0
10.1002/ejic.201402687,4,3,1,1
10.1002/ejic.201402693,68,0,1,0
10.1002/ejic.201402706,22,0,1,0
10.1002/ejic.201402812,3,0,1,0
10.1002/ejic.201402879,45,0,1,0
10.1002/ejic.201402884,3,0,1,0
10.1002/ejic.201402902,2,0,1,0
10.1002/ejic.201402918,10,0,1,0
10.1002/ejic.201402927,29,0,1,0
10.1002/ejic.201402957,6,0,1,0
10.1002/ejic.201402984,42,0,1,0
10.1002/ejic.201403017,1,0,1,0
10.1002/ejic.201403027,35,0,1,0
10.1002/ejic.201403048,10,0,1,0
10.1002/ejic.201403074,3,0,1,0
10.1002/ejic.201403144,62,43,1,1
10.1002/ejic.201403186,4,0,1,0
10.1002/ejic.201403200,3,0,1,0
10.1002/ejic.201403207,3,0,1,0
10.1002/ejic.201403224,6,0,1,0
10.1002/ejic.201500014,2,0,1,0
10.1002/ejic.201500037,63,0,1,0
10.1002/ejic.201500054,10,0,1,0
10.1002/ejic.201500108,1,0,1,0
10.1002/ejic.201500138,10,0,1,0
10.1002/ejic.201500152,45,0,1,0
10.1002/ejic.201500154,12,0,1,0
10.1002/ejic.201500174,9,0,1,0
10.1002/ejic.201500188,6,0,1,0
10.1002/ejic.201500195,4,0,1,0
10.1002/ejic.201500196,6,0,1,0
10.1002/ejic.201500225,3,0,1,0
10.1002/ejic.201500228,3,0,1,0
10.1002/ejic.201500384,5,0,1,0
10.1002/ejic.201500395,7,0,1,0
10.1002/ejic.201500469,1,0,1,0
10.1002/ejic.201500488,5,0,1,0
10.1002/ejic.201500498,12,12,1,1
10.1002/ejic.201500522,14,14,1,1
10.1002/ejic.201500556,2,0,1,0
10.1002/ejic.201500568,1,0,1,0
10.1002/ejic.201500591,21,0,1,0
10.1002/ejic.201500642,59,0,1,0
10.1002/ejic.201500656,25,0,1,0
10.1002/ejic.201500675,1,0,1,0
10.1002/ejic.201500707,56,0,1,0
10.1002/ejic.201500719,18,0,1,0
10.1002/ejic.201500739,2,0,1,0
10.1002/ejic.201500761,5,0,1,0
10.1002/ejic.201500789,39,0,1,0
10.1002/ejic.201500834,2,0,1,0
10.1002/ejic.201500853,27,0,1,0
10.1002/ejic.201500884,5,0,1,0
10.1002/ejic.201500905,46,0,1,0
10.1002/ejic.201500933,2,0,1,0
10.1002/ejic.201500959,4,0,1,0
10.1002/ejic.201501015,4,0,1,0
10.1002/ejic.201501057,12,0,1,0
10.1002/ejic.201501067,9,0,1,0
10.1002/ejic.201501068,1,0,1,0
10.1002/ejic.201501085,6,0,1,0
10.1002/ejic.201501106,3,0,1,0
10.1002/ejic.201501109,16,0,1,0
10.1002/ejic.201501122,17,17,1,1
10.1002/ejic.201501144,3,0,1,0
10.1002/ejic.201501155,18,0,1,0
10.1002/ejic.201501165,8,0,1,0
10.1002/ejic.201501189,2,0,1,0
10.1002/ejic.201501216,39,0,1,0
10.1002/ejic.201501227,11,0,1,0
10.1002/ejic.201501235,6,0,1,0
10.1002/ejic.201501246,4,0,1,0
10.1002/ejic.201501250,8,0,1,0
10.1002/ejic.201501279,2,0,1,0
10.1002/ejic.201501283,3,0,1,0
10.1002/ejic.201501303,4,0,1,0
10.1002/ejic.201501305,7,0,1,0
10.1002/ejic.201501330,6,0,1,0
10.1002/ejic.201501346,17,0,1,0
10.1002/ejic.201501357,4,0,1,0
10.1002/ejic.201501393,1,0,1,0
10.1002/ejic.201501406,7,0,1,0
10.1002/ejic.201501412,3,0,1,0
10.1002/ejic.201501446,3,0,1,0
10.1002/ejic.201600034,24,0,1,0
10.1002/ejic.201600077,77,0,1,0
10.1002/ejic.201600112,2,0,1,0
10.1002/ejic.201600121,38,0,1,0
10.1002/ejic.201600140,4,0,1,0
10.1002/ejic.201600143,11,0,1,0
10.1002/ejic.201600223,22,0,1,0
10.1002/ejic.201600242,1,0,1,0
10.1002/ejic.201600247,9,0,1,0
10.1002/ejic.201600255,8,0,1,0
10.1002/ejic.201600308,12,0,1,0
10.1002/ejic.201600323,2,0,1,0
10.1002/ejic.201600355,33,0,1,0
10.1002/ejic.201600385,6,0,1,0
10.1002/ejic.201600525,1,0,1,0
10.1002/ejic.201600579,43,43,1,1
10.1002/ejic.201600586,41,0,1,0
10.1002/ejic.201600598,1,0,1,0
10.1002/ejic.201600635,22,0,1,0
10.1002/ejic.201600647,17,0,1,0
10.1002/ejic.201600655,4,0,1,0
10.1002/ejic.201600703,90,0,1,0
10.1002/ejic.201600764,12,0,1,0
10.1002/ejic.201600823,2,0,1,0
10.1002/ejic.201600877,1,1,1,1
10.1002/ejic.201600885,10,0,1,0
10.1002/ejic.201600913,5,0,1,0
10.1002/ejic.201600918,84,0,1,0
10.1002/ejic.201600925,27,0,1,0
10.1002/ejic.201600999,4,0,1,0
10.1002/ejic.201601019,8,5,1,1
10.1002/ejic.201601036,2,0,1,0
10.1002/ejic.201601051,6,0,1,0
10.1002/ejic.201601078,4,0,1,0
10.1002/ejic.201601122,1,0,1,0
10.1002/ejic.201601192,17,0,1,0
10.1002/ejic.201601329,6,0,1,0
10.1002/ejic.201601379,5,0,1,0
10.1002/ejic.201601428,7,0,1,0
10.1002/ejic.201601501,3,0,1,0
10.1002/ejic.201601505,1,0,1,0
10.1002/ejic.201601547,3,0,1,0
10.1002/ejic.201700016,289,0,1,0
10.1002/ejic.201700017,18,0,1,0
10.1002/ejic.201700034,46,0,1,0
10.1002/ejic.201700040,5,0,1,0
10.1002/ejic.201700075,3,0,1,0
10.1002/ejic.201700086,17,15,1,1
10.1002/ejic.201700138,12,0,1,0
10.1002/ejic.201700143,4,0,1,0
10.1002/ejic.201700148,52,0,1,0
10.1002/ejic.201700181,94,0,1,0
10.1002/ejic.201700218,13,0,1,0
10.1002/ejic.201700242,2,0,1,0
10.1002/ejic.201700330,2,0,1,0
10.1002/ejic.201700342,5,0,1,0
10.1002/ejic.201700377,4,0,1,0
10.1002/ejic.201700448,1,0,1,0
10.1002/ejic.201700456,26,26,1,1
10.1002/ejic.201700468,2,2,1,1
10.1002/ejic.201700498,5,0,1,0
10.1002/ejic.201700538,23,0,1,0
10.1002/ejic.201700539,5,0,1,0
10.1002/ejic.201700600,4,0,1,0
10.1002/ejic.201700604,4,0,1,0
10.1002/ejic.201700624,199,0,1,0
10.1002/ejic.201700632,6,0,1,0
10.1002/ejic.201700634,11,0,1,0
10.1002/ejic.201700641,18,0,1,0
10.1002/ejic.201700644,1,0,1,0
10.1002/ejic.201700648,4,0,1,0
10.1002/ejic.201700677,4,0,1,0
10.1002/ejic.201700679,24,0,2,0
10.1002/ejic.201700682,6,0,1,0
10.1002/ejic.201700716,3,0,1,0
10.1002/ejic.201700730,5,0,1,0
10.1002/ejic.201700756,22,0,1,0
10.1002/ejic.201700783,2,0,1,0
10.1002/ejic.201700784,13,0,1,0
10.1002/ejic.201700883,6,0,1,0
10.1002/ejic.201700898,5,0,1,0
10.1002/ejic.201700908,3,0,1,0
10.1002/ejic.201700948,3,0,1,0
10.1002/ejic.201701013,1,0,1,0
10.1002/ejic.201701023,3,0,1,0
10.1002/ejic.201701077,13,0,1,0
10.1002/ejic.201701088,4,0,1,0
10.1002/ejic.201701094,17,17,1,1
10.1002/ejic.201701115,1,0,1,0
10.1002/ejic.201701140,4,0,1,0
10.1002/ejic.201701192,2,0,1,0
10.1002/ejic.201701221,12,0,1,0
10.1002/ejic.201701251,2,0,1,0
10.1002/ejic.201701309,10,0,1,0
10.1002/ejic.201701338,11,0,1,0
10.1002/ejic.201701343,3,0,1,0
10.1002/ejic.201701344,47,0,1,0
10.1002/ejic.201701361,1,0,1,0
10.1002/ejic.201701363,6,0,1,0
10.1002/ejic.201701413,24,0,1,0
10.1002/ejic.201701416,2,0,1,0
10.1002/ejic.201701448,12,0,1,0
10.1002/ejic.201701483,2,0,1,0
10.1002/ejic.201701487,4,0,1,0
10.1002/ejic.201800019,12,0,1,0
10.1002/ejic.201800029,4,0,1,0
10.1002/ejic.201800074,42,0,1,0
10.1002/ejic.201800090,19,0,1,0
10.1002/ejic.201800109,6,0,1,0
10.1002/ejic.201800120,19,0,1,0
10.1002/ejic.201800175,3,0,1,0
10.1002/ejic.201800177,6,0,1,0
10.1002/ejic.201800202,3,0,1,0
10.1002/ejic.201800270,11,0,1,0
10.1002/ejic.201800273,77,0,1,0
10.1002/ejic.201800297,1,0,1,0
10.1002/ejic.201800321,1,0,1,0
10.1002/ejic.201800329,6,0,1,0
10.1002/ejic.201800335,19,0,1,0
10.1002/ejic.201800371,10,0,1,0
10.1002/ejic.201800458,10,0,1,0
10.1002/ejic.201800500,58,0,1,0
10.1002/ejic.201800511,1,0,1,0
10.1002/ejic.201800570,44,0,1,0
10.1002/ejic.201800639,2,0,1,0
10.1002/ejic.201800641,3,0,1,0
10.1002/ejic.201800664,5,0,1,0
10.1002/ejic.201800674,70,0,1,0
10.1002/ejic.201800769,2,0,1,0
10.1002/ejic.201800831,8,0,1,0
10.1002/ejic.201800850,1,0,1,0
10.1002/ejic.201800899,11,0,1,0
10.1002/ejic.201800935,22,2,1,1
10.1002/ejic.201800946,5,0,1,0
10.1002/ejic.201800961,29,0,1,0
10.1002/ejic.201801012,5,0,1,0
10.1002/ejic.201801055,3,0,1,0
10.1002/ejic.201801081,4,0,1,0
10.1002/ejic.201801095,2,0,1,0
10.1002/ejic.201801099,2,0,1,0
10.1002/ejic.201801119,6,0,1,0
10.1002/ejic.201801135,27,0,1,0
10.1002/ejic.201801136,5,0,1,0
10.1002/ejic.201801141,12,0,1,0
10.1002/ejic.201801179,2,0,1,0
10.1002/ejic.201801199,4,0,1,0
10.1002/ejic.201801253,4,0,4,0
10.1002/ejic.201801272,15,0,1,0
10.1002/ejic.201801297,1,0,1,0
10.1002/ejic.201801318,13,0,1,0
10.1002/ejic.201801341,36,0,1,0
10.1002/ejic.201801404,2,0,1,0
10.1002/ejic.201801418,1,0,1,0
10.1002/ejic.201801433,13,0,1,0
10.1002/ejic.201801450,66,0,1,0
10.1002/ejic.201801499,4,0,1,0
10.1002/ejic.201801534,33,0,1,0
10.1002/ejic.201900003,13,0,1,0
10.1002/ejic.201900031,5,0,1,0
10.1002/ejic.201900039,58,0,1,0
10.1002/ejic.201900067,7,0,1,0
10.1002/ejic.201900108,2,0,1,0
10.1002/ejic.201900150,5,2,1,1
10.1002/ejic.201900155,3,0,1,0
10.1002/ejic.201900167,26,0,1,0
10.1002/ejic.201900169,30,0,1,0
10.1002/ejic.201900186,17,17,1,1
10.1002/ejic.201900216,36,0,1,0
10.1002/ejic.201900230,1,0,1,0
10.1002/ejic.201900299,29,0,1,0
10.1002/ejic.201900302,6,0,1,0
10.1002/ejic.201900316,6,0,1,0
10.1002/ejic.201900429,4,0,1,0
10.1002/ejic.201900450,2,0,1,0
10.1002/ejic.201900455,9,0,1,0
10.1002/ejic.201900459,5,0,1,0
10.1002/ejic.201900467,3,0,1,0
10.1002/ejic.201900489,1,0,1,0
10.1002/ejic.201900513,57,0,1,0
10.1002/ejic.201900527,1,0,1,0
10.1002/ejic.201900537,41,0,1,0
10.1002/ejic.201900543,3,0,1,0
10.1002/ejic.201900591,4,2,1,1
10.1002/ejic.201900603,10,0,1,0
10.1002/ejic.201900617,1,0,1,0
10.1002/ejic.201900641,46,46,1,1
10.1002/ejic.201900702,2,0,1,0
10.1002/ejic.201900727,10,0,2,0
10.1002/ejic.201900750,4,0,1,0
10.1002/ejic.201900778,1,0,1,0
10.1002/ejic.201900781,8,0,1,0
10.1002/ejic.201900795,6,0,1,0
10.1002/ejic.201900803,13,0,1,0
10.1002/ejic.201900806,3,0,1,0
10.1002/ejic.201900813,25,0,1,0
10.1002/ejic.201900816,17,0,1,0
10.1002/ejic.201900817,24,0,1,0
10.1002/ejic.201900936,7,0,1,0
10.1002/ejic.201900952,6,0,1,0
10.1002/ejic.201900975,8,0,1,0
10.1002/ejic.201901035,16,0,1,0
10.1002/ejic.201901043,8,0,1,0
10.1002/ejic.201901050,2,0,1,0
10.1002/ejic.201901116,3,0,1,0
10.1002/ejic.201901117,6,0,1,0
10.1002/ejic.201901123,2,0,1,0
10.1002/ejic.201901131,15,0,1,0
10.1002/ejic.201901135,42,0,1,0
10.1002/ejic.201901148,6,0,1,0
10.1002/ejic.201901152,28,0,1,0
10.1002/ejic.201901160,85,0,1,0
10.1002/ejic.201901163,166,0,1,0
10.1002/ejic.201901179,50,0,1,0
10.1002/ejic.201901182,3,0,1,0
10.1002/ejic.201901207,17,0,1,0
10.1002/ejic.201901220,49,0,1,0
10.1002/ejic.201901222,2,0,1,0
10.1002/ejic.201901231,14,0,1,0
10.1002/ejic.201901299,41,0,1,0
10.1002/ejic.201901304,4,0,1,0
10.1002/ejic.201901320,4485,231,1,1
10.1002/ejic.202000027,1,0,1,0
10.1002/ejic.202000094,6,0,1,0
10.1002/ejic.202000118,5,0,1,0
10.1002/ejic.202000135,7,0,1,0
10.1002/ejic.202000174,1,0,1,0
10.1002/ejic.202000230,9,0,1,0
10.1002/ejic.202000250,2,0,1,0
10.1002/ejic.202000260,56,0,1,0
10.1002/ejic.202000264,4,0,1,0
10.1002/ejic.202000293,2,0,1,0
10.1002/ejic.202000314,8,0,1,0
10.1002/ejic.202000348,16,0,1,0
10.1002/ejic.202000378,3,0,1,0
10.1002/ejic.202000379,9,0,1,0
10.1002/ejic.202000390,4,0,1,0
10.1002/ejic.202000411,4,0,1,0
10.1002/ejic.202000422,253,0,1,0
10.1002/ejic.202000437,30,0,1,0
10.1002/ejic.202000444,7,0,1,0
10.1002/ejic.202000470,1,0,1,0
10.1002/ejic.202000483,10,0,1,0
10.1002/ejic.202000506,12,1,1,1
10.1002/ejic.202000524,15,0,1,0
10.1002/ejic.202000527,6,0,1,0
10.1002/ejic.202000542,2,0,1,0
10.1002/ejic.202000581,16,0,1,0
10.1002/ejic.202000681,31,0,1,0
10.1002/ejic.202000745,7,0,1,0
10.1002/ejic.202000750,77,0,1,0
10.1002/ejic.202000771,1,0,1,0
10.1002/ejic.202000780,136,0,1,0
10.1002/ejic.202000783,20,0,1,0
10.1002/ejic.202000799,26,0,1,0
10.1002/ejic.202000807,6,0,1,0
10.1002/ejic.202000815,19,0,1,0
10.1002/ejic.202000840,24,0,1,0
10.1002/ejic.202000859,1,0,1,0
10.1002/ejic.202000862,8,0,1,0
10.1002/ejic.202000869,1,0,1,0
10.1002/ejic.202000879,10,0,1,0
10.1002/ejic.202000881,187,0,1,0
10.1002/ejic.202000895,7,0,1,0
10.1002/ejic.202000897,61,0,1,0
10.1002/ejic.202000904,29,0,1,0
10.1002/ejic.202000908,9,0,1,0
10.1002/ejic.202000909,1,0,1,0
10.1002/ejic.202000918,24,0,1,0
10.1002/ejic.202000931,4,0,1,0
10.1002/ejic.202000933,48,0,1,0
10.1002/ejic.202000962,2,0,1,0
10.1002/ejic.202000996,1,0,1,0
10.1002/ejic.202001028,36,0,1,0
10.1002/ejic.202001051,2,0,1,0
10.1002/ejic.202001053,30,0,1,0
10.1002/ejic.202001059,7,0,1,0
10.1002/ejic.202001077,17,0,1,0
10.1002/ejic.202001088,41,0,1,0
10.1002/ejic.202001095,1,0,1,0
10.1002/ejic.202001112,6,0,2,0
10.1002/ejic.202001140,53,0,1,0
10.1002/ejic.202001146,2,0,1,0
10.1002/ejic.202001148,8,0,1,0
10.1002/ejic.202001155,2,0,1,0
10.1002/ejic.202001174,2,0,1,0
10.1002/ejic.202100019,84,0,1,0
10.1002/ejic.202100022,10,0,1,0
10.1002/ejic.202100028,4,0,1,0
10.1002/ejic.202100092,2,0,1,0
10.1002/ejic.202100109,3,0,1,0
10.1002/ejic.202100132,10,0,1,0
10.1002/ejic.202100148,28,12,1,1
10.1002/ejic.202100153,27,0,1,0
10.1002/ejic.202100180,8,0,1,0
10.1002/ejic.202100183,12,0,1,0
10.1002/ejic.202100184,3,0,1,0
10.1002/ejic.202100189,9,0,1,0
10.1002/ejic.202100232,4,0,1,0
10.1002/ejic.202100235,120,0,1,0
10.1002/ejic.202100260,33,0,1,0
10.1002/ejic.202100293,2,0,1,0
10.1002/ejic.202100299,1,0,1,0
10.1002/ejic.202100328,5,0,1,0
10.1002/ejic.202100331,30,0,1,0
10.1002/ejic.202100334,3,0,1,0
10.1002/ejic.202100336,4,0,1,0
10.1002/ejic.202100345,19,0,1,0
10.1002/ejic.202100361,10,0,1,0
10.1002/ejic.202100365,97,0,1,0
10.1002/ejic.202100369,12,0,1,0
10.1002/ejic.202100375,99,0,1,0
10.1002/ejic.202100400,54,0,1,0
10.1002/ejic.202100425,17,0,1,0
10.1002/ejic.202100428,35,0,1,0
10.1002/ejic.202100442,1,0,1,0
10.1002/ejic.202100446,86,0,1,0
10.1002/ejic.202100474,44,0,1,0
10.1002/ejic.202100495,12,0,1,0
10.1002/ejic.202100517,2,0,1,0
10.1002/ejic.202100524,5,0,1,0
10.1002/ejic.202100529,37,0,1,0
10.1002/ejic.202100530,4,0,1,0
10.1002/ejic.202100580,11,0,1,0
10.1002/ejic.202100604,11,11,1,1
10.1002/ejic.202100615,5,0,1,0
10.1002/ejic.202100634,1,0,1,0
10.1002/ejic.202100643,2,0,1,0
10.1002/ejic.202100651,8,0,1,0
10.1002/ejic.202100653,8,0,1,0
10.1002/ejic.202100664,65,0,1,0
10.1002/ejic.202100687,7,0,1,0
10.1002/ejic.202100722,1,0,1,0
10.1002/ejic.202100750,31,0,1,0
10.1002/ejic.202100765,10,0,1,0
10.1002/ejic.202100768,4,0,1,0
10.1002/ejic.202100786,2,0,1,0
10.1002/ejic.202100817,3,0,1,0
10.1002/ejic.202100828,2,0,1,0
10.1002/ejic.202100848,9,0,1,0
10.1002/ejic.202100883,3,0,1,0
10.1002/ejic.202100890,3,0,1,0
10.1002/ejic.202100894,12,0,1,0
10.1002/ejic.202100895,23,0,1,0
10.1002/ejic.202100905,4,0,1,0
10.1002/ejic.202100930,35,0,1,0
10.1002/ejic.202100932,233,0,1,0
10.1002/ejic.202100934,1,0,1,0
10.1002/ejic.202100937,47,0,1,0
10.1002/ejic.202100960,52,0,1,0
10.1002/ejic.202100962,9,0,1,0
10.1002/ejic.202100970,3,0,1,0
10.1002/ejic.202100986,1,0,1,0
10.1002/ejic.202100991,29,0,1,0
10.1002/ejic.202101002,1,0,1,0
10.1002/ejic.202101007,15,0,1,0
10.1002/ejic.202101016,1,0,1,0
10.1002/ejic.202101019,6,0,1,0
10.1002/ejic.202101021,4,0,1,0
10.1002/ejic.202101026,10,0,1,0
10.1002/ejic.202101046,6,0,1,0
10.1002/ejic.202101065,6,0,1,0
10.1002/ejic.202101107,11,0,1,0
10.1002/ejic.202200103,21,0,1,0
10.1002/ejic.202200105,8,0,1,0
10.1002/ejic.202200119,3,0,1,0
10.1002/ejic.202200129,11,0,1,0
10.1002/ejic.202200134,1,0,1,0
10.1002/ejic.202200164,5,0,1,0
10.1002/ejic.202200247,10,7,1,1
10.1002/ejic.202200254,53,0,1,0
10.1002/ejic.202200267,52,0,2,0
10.1002/ejic.202200293,2,0,1,0
10.1002/ejic.202200295,8,0,1,0
10.1002/ejic.202200309,5,0,1,0
10.1002/ejic.202200311,3,0,1,0
10.1002/ejic.202200354,1,0,1,0
10.1002/ejic.202200357,12,0,1,0
10.1002/ejic.202200368,7,0,1,0
10.1002/ejic.202200373,23,0,1,0
10.1002/ejic.202200401,3,0,1,0
10.1002/ejic.202200402,8,0,1,0
10.1002/ejic.202200403,1,0,1,0
10.1002/ejic.202200413,1,0,1,0
10.1002/ejic.202200416,4,0,1,0
10.1002/ejic.202200430,4,0,1,0
10.1002/ejic.202200445,4,0,1,0
10.1002/ejic.202200478,5,0,1,0
10.1002/ejic.202200525,24,0,1,0
10.1002/ejic.202200537,1,0,1,0
10.1002/ejic.202200546,2,0,1,0
10.1002/ejic.202200572,3,0,1,0
10.1002/ejic.202200585,15,0,1,0
10.1002/ejic.202200588,24,0,1,0
10.1002/ejic.202200611,9,0,1,0
10.1002/ejic.202200621,117,0,1,0
10.1002/ejic.202200648,4,0,1,0
10.1002/ejic.202200668,32,0,1,0
10.1002/ejic.202200675,26,0,1,0
10.1002/ejic.202200690,16,0,1,0
10.1002/ejic.202200709,5,0,1,0
10.1002/ejic.202200718,6,0,1,0
10.1002/ejic.202200719,1,0,1,0
10.1002/ejic.202200728,1,0,1,0
